rank,value,name,iso,year
97,2.28,United States,USA,2011
92,2.51,Netherlands,NLD,2011
61,3.22,Namibia,NAM,2011
90,2.54,Denmark,DNK,2011
91,2.53,Japan,JPN,2011
83,2.82,Angola,AGO,2011
84,2.82,Mongolia,MNG,2011
89,2.57,Uruguay,URY,2011
101,2.15,Mauritius,MUS,2011
100,2.17,Kazakhstan,KAZ,2011
82,2.86,Saudi Arabia,SAU,2011
110,1.89,Oman,OMN,2011
78,2.95,United Arab Emirates,ARE,2011
95,2.42,New Zealand,NZL,2011
102,2.13,Russia,RUS,2011
98,2.21,Iran,IRN,2011
108,1.98,Kuwait,KWT,2011
99,2.2,Macedonia,MKD,2011
104,2.12,Jamaica,JAM,2011
93,2.47,Ecuador,ECU,2011
103,2.13,Chile,CHL,2011
109,1.9,Gabon,GAB,2011
115,1.57,Turkmenistan,TKM,2011
114,1.61,Italy,ITA,2011
107,2.08,Albania,ALB,2011
105,2.12,Georgia,GEO,2011
118,1.41,Norway,NOR,2011
94,2.44,Algeria,DZA,2011
106,2.09,Venezuela,VEN,2011
111,1.84,Austria,AUT,2011
117,1.45,Azerbaijan,AZE,2011
112,1.67,Botswana,BWA,2011
113,1.67,Qatar,QAT,2011
119,1.29,Australia,AUS,2011
116,1.57,Libya,LBY,2011
120,1.07,Cuba,CUB,2011
122,-0.29,Germany,DEU,2011
121,0.51,Trinidad and Tobago,TTO,2011
2,7.02,India,IND,2012
1,7.15,Uganda,UGA,2012
4,6.25,Kenya,KEN,2012
3,6.74,Tanzania,TZA,2012
11,5.39,Egypt,EGY,2012
5,5.9,Madagascar,MDG,2012
6,5.79,Senegal,SEN,2012
10,5.49,Philippines,PHL,2012
7,5.78,Malawi,MWI,2012
9,5.56,Zambia,ZMB,2012
13,5.17,Guatemala,GTM,2012
14,4.89,Pakistan,PAK,2012
18,4.76,Zimbabwe,ZWE,2012
19,4.76,Malaysia,MYS,2012
17,4.84,Indonesia,IDN,2012
16,4.85,Jordan,JOR,2012
20,4.75,Vietnam,VNM,2012
8,5.57,Mali,MLI,2012
23,4.54,Thailand,THA,2012
22,4.65,Turkey,TUR,2012
26,4.29,Mozambique,MOZ,2012
29,4.25,Guinea,GIN,2012
21,4.71,Ethiopia,ETH,2012
28,4.26,Mexico,MEX,2012
32,4.08,Cameroon,CMR,2012
24,4.45,Honduras,HND,2012
25,4.32,China,CHN,2012
15,4.88,Yemen,YEM,2012
33,4.03,Ivory Coast,CIV,2012
30,4.25,Israel,ISR,2012
12,5.39,Kyrgyzstan,KGZ,2012
31,4.13,Tunisia,TUN,2012
27,4.27,Ghana,GHA,2012
38,3.71,Cambodia,KHM,2012
39,3.68,South Korea,KOR,2012
52,3.36,South Africa,ZAF,2012
48,3.41,Tajikistan,TJK,2012
34,3.82,Uzbekistan,UZB,2012
43,3.54,Sri Lanka,LKA,2012
41,3.56,Paraguay,PRY,2012
42,3.56,Ukraine,UKR,2012
56,3.28,Spain,ESP,2012
45,3.46,,ROM,2012
49,3.41,Bosnia and Herzegovina,BIH,2012
46,3.45,Slovakia,SVK,2012
61,3.23,El Salvador,SLV,2012
51,3.38,Mauritania,MRT,2012
35,3.75,Papua New Guinea,PNG,2012
47,3.44,Brazil,BRA,2012
55,3.29,Hungary,HUN,2012
40,3.59,Belarus,BLR,2012
50,3.41,Bangladesh,BGD,2012
59,3.25,Poland,POL,2012
68,3.16,United Kingdom,GBR,2012
64,3.22,Bulgaria,BGR,2012
71,3.07,Estonia,EST,2012
62,3.23,Switzerland,CHE,2012
74,2.98,Portugal,PRT,2012
76,2.95,Czech Republic,CZE,2012
70,3.11,Slovenia,SVN,2012
79,2.9,Ireland,IRL,2012
44,3.53,Nicaragua,NIC,2012
65,3.21,Dominican Republic,DOM,2012
72,3.01,Finland,FIN,2012
54,3.31,Morocco,MAR,2012
36,3.74,Nigeria,NGA,2012
60,3.25,Lebanon,LBN,2012
67,3.17,Colombia,COL,2012
75,2.97,Croatia,HRV,2012
80,2.85,Lithuania,LTU,2012
58,3.26,Laos,LAO,2012
57,3.28,Costa Rica,CRI,2012
53,3.36,Bolivia,BOL,2012
69,3.16,Republic of the Congo,COG,2012
73,3.01,Argentina,ARG,2012
78,2.93,Greece,GRC,2012
84,2.6,Peru,PER,2012
88,2.49,France,FRA,2012
81,2.81,Latvia,LVA,2012
63,3.23,Moldova,MDA,2012
85,2.57,Sweden,SWE,2012
77,2.94,Canada,CAN,2012
83,2.66,Belgium,BEL,2012
101,2.13,United States,USA,2012
86,2.52,Netherlands,NLD,2012
66,3.2,Namibia,NAM,2012
89,2.47,Denmark,DNK,2012
90,2.45,Japan,JPN,2012
82,2.81,Angola,AGO,2012
91,2.36,Mongolia,MNG,2012
95,2.31,Uruguay,URY,2012
92,2.36,Mauritius,MUS,2012
100,2.24,Kazakhstan,KAZ,2012
87,2.5,Saudi Arabia,SAU,2012
98,2.26,Oman,OMN,2012
96,2.28,United Arab Emirates,ARE,2012
94,2.33,New Zealand,NZL,2012
103,2.0,Russia,RUS,2012
109,1.69,Iran,IRN,2012
116,1.4,Kuwait,KWT,2012
97,2.28,Macedonia,MKD,2012
104,1.98,Jamaica,JAM,2012
93,2.34,Ecuador,ECU,2012
102,2.03,Chile,CHL,2012
111,1.54,Gabon,GAB,2012
112,1.48,Turkmenistan,TKM,2012
113,1.48,Italy,ITA,2012
99,2.25,Albania,ALB,2012
110,1.65,Georgia,GEO,2012
119,1.02,Norway,NOR,2012
117,1.35,Algeria,DZA,2012
114,1.42,Venezuela,VEN,2012
108,1.71,Austria,AUT,2012
115,1.41,Azerbaijan,AZE,2012
105,1.81,Botswana,BWA,2012
107,1.76,Qatar,QAT,2012
118,1.18,Australia,AUS,2012
121,-0.28,Libya,LBY,2012
106,1.78,Cuba,CUB,2012
122,-0.37,Germany,DEU,2012
120,0.58,Trinidad and Tobago,TTO,2012
2,6.93,India,IND,2013
1,7.06,Uganda,UGA,2013
3,6.5,Kenya,KEN,2013
4,6.3,Tanzania,TZA,2013
7,5.85,Egypt,EGY,2013
6,6.01,Madagascar,MDG,2013
10,5.53,Senegal,SEN,2013
9,5.58,Philippines,PHL,2013
5,6.11,Malawi,MWI,2013
8,5.76,Zambia,ZMB,2013
13,5.14,Guatemala,GTM,2013
15,5.02,Pakistan,PAK,2013
14,5.08,Zimbabwe,ZWE,2013
17,4.86,Malaysia,MYS,2013
16,4.9,Indonesia,IDN,2013
19,4.75,Jordan,JOR,2013
20,4.75,Vietnam,VNM,2013
11,5.3,Mali,MLI,2013
21,4.73,Thailand,THA,2013
18,4.82,Turkey,TUR,2013
24,4.49,Mozambique,MOZ,2013
30,4.01,Guinea,GIN,2013
23,4.52,Ethiopia,ETH,2013
26,4.38,Mexico,MEX,2013
51,3.3,Cameroon,CMR,2013
32,3.91,Honduras,HND,2013
27,4.34,China,CHN,2013
22,4.64,Yemen,YEM,2013
31,4.01,Ivory Coast,CIV,2013
28,4.19,Israel,ISR,2013
12,5.23,Kyrgyzstan,KGZ,2013
29,4.14,Tunisia,TUN,2013
25,4.43,Ghana,GHA,2013
37,3.62,Cambodia,KHM,2013
33,3.82,South Korea,KOR,2013
43,3.47,South Africa,ZAF,2013
54,3.28,Tajikistan,TJK,2013
42,3.51,Uzbekistan,UZB,2013
38,3.62,Sri Lanka,LKA,2013
59,3.21,Paraguay,PRY,2013
40,3.54,Ukraine,UKR,2013
47,3.4,Spain,ESP,2013
41,3.52,,ROM,2013
44,3.44,Bosnia and Herzegovina,BIH,2013
39,3.6,Slovakia,SVK,2013
48,3.35,El Salvador,SLV,2013
70,3.05,Mauritania,MRT,2013
77,2.9,Papua New Guinea,PNG,2013
55,3.25,Brazil,BRA,2013
49,3.35,Hungary,HUN,2013
35,3.67,Belarus,BLR,2013
56,3.24,Bangladesh,BGD,2013
57,3.23,Poland,POL,2013
60,3.21,United Kingdom,GBR,2013
53,3.29,Bulgaria,BGR,2013
61,3.19,Estonia,EST,2013
58,3.22,Switzerland,CHE,2013
67,3.1,Portugal,PRT,2013
72,3.04,Czech Republic,CZE,2013
64,3.16,Slovenia,SVN,2013
69,3.09,Ireland,IRL,2013
73,3.04,Nicaragua,NIC,2013
75,2.96,Dominican Republic,DOM,2013
68,3.1,Finland,FIN,2013
50,3.35,Morocco,MAR,2013
46,3.42,Nigeria,NGA,2013
34,3.8,Lebanon,LBN,2013
45,3.44,Colombia,COL,2013
71,3.05,Croatia,HRV,2013
78,2.89,Lithuania,LTU,2013
66,3.11,Laos,LAO,2013
62,3.19,Costa Rica,CRI,2013
79,2.89,Bolivia,BOL,2013
74,3.0,Republic of the Congo,COG,2013
82,2.84,Argentina,ARG,2013
76,2.91,Greece,GRC,2013
87,2.59,Peru,PER,2013
88,2.59,France,FRA,2013
81,2.85,Latvia,LVA,2013
65,3.14,Moldova,MDA,2013
83,2.74,Sweden,SWE,2013
80,2.87,Canada,CAN,2013
86,2.62,Belgium,BEL,2013
95,2.32,United States,USA,2013
85,2.66,Netherlands,NLD,2013
63,3.18,Namibia,NAM,2013
89,2.58,Denmark,DNK,2013
91,2.48,Japan,JPN,2013
52,3.3,Angola,AGO,2013
92,2.39,Mongolia,MNG,2013
96,2.29,Uruguay,URY,2013
93,2.38,Mauritius,MUS,2013
108,1.85,Kazakhstan,KAZ,2013
90,2.51,Saudi Arabia,SAU,2013
94,2.34,Oman,OMN,2013
84,2.71,United Arab Emirates,ARE,2013
98,2.27,New Zealand,NZL,2013
103,2.04,Russia,RUS,2013
105,1.98,Iran,IRN,2013
97,2.29,Kuwait,KWT,2013
99,2.23,Macedonia,MKD,2013
101,2.17,Jamaica,JAM,2013
104,1.99,Ecuador,ECU,2013
102,2.06,Chile,CHL,2013
112,1.68,Gabon,GAB,2013
116,1.47,Turkmenistan,TKM,2013
111,1.75,Italy,ITA,2013
100,2.21,Albania,ALB,2013
109,1.81,Georgia,GEO,2013
117,1.42,Norway,NOR,2013
106,1.86,Algeria,DZA,2013
107,1.86,Venezuela,VEN,2013
110,1.78,Austria,AUT,2013
113,1.66,Azerbaijan,AZE,2013
114,1.65,Botswana,BWA,2013
115,1.59,Qatar,QAT,2013
118,1.28,Australia,AUS,2013
121,0.7,Libya,LBY,2013
120,1.15,Cuba,CUB,2013
122,-0.11,Germany,DEU,2013
119,1.25,Trinidad and Tobago,TTO,2013
1,6.98,India,IND,2014
2,6.04,Uganda,UGA,2014
3,6.0,Kenya,KEN,2014
4,5.96,Tanzania,TZA,2014
5,5.83,Egypt,EGY,2014
6,5.78,Madagascar,MDG,2014
7,5.77,Senegal,SEN,2014
8,5.68,Philippines,PHL,2014
9,5.66,Malawi,MWI,2014
10,5.55,Zambia,ZMB,2014
11,5.22,Guatemala,GTM,2014
12,5.07,Pakistan,PAK,2014
13,4.93,Zimbabwe,ZWE,2014
14,4.87,Malaysia,MYS,2014
15,4.82,Indonesia,IDN,2014
16,4.81,Jordan,JOR,2014
17,4.75,Vietnam,VNM,2014
18,4.71,Mali,MLI,2014
19,4.7,Thailand,THA,2014
20,4.66,Turkey,TUR,2014
21,4.62,Mozambique,MOZ,2014
22,4.49,Guinea,GIN,2014
23,4.41,Ethiopia,ETH,2014
24,4.37,Mexico,MEX,2014
25,4.35,Cameroon,CMR,2014
26,4.31,Honduras,HND,2014
27,4.28,China,CHN,2014
28,4.23,Yemen,YEM,2014
29,4.15,Ivory Coast,CIV,2014
30,4.12,Israel,ISR,2014
31,4.03,Kyrgyzstan,KGZ,2014
32,3.99,Tunisia,TUN,2014
33,3.79,Ghana,GHA,2014
34,3.76,Cambodia,KHM,2014
35,3.72,South Korea,KOR,2014
36,3.7,South Africa,ZAF,2014
37,3.67,Tajikistan,TJK,2014
38,3.59,Uzbekistan,UZB,2014
40,3.57,Sri Lanka,LKA,2014
41,3.47,Paraguay,PRY,2014
42,3.47,Ukraine,UKR,2014
43,3.46,Spain,ESP,2014
44,3.46,,ROM,2014
45,3.44,Bosnia and Herzegovina,BIH,2014
46,3.42,Slovakia,SVK,2014
47,3.4,El Salvador,SLV,2014
48,3.39,Mauritania,MRT,2014
49,3.37,Papua New Guinea,PNG,2014
50,3.34,Brazil,BRA,2014
51,3.33,Hungary,HUN,2014
52,3.3,Belarus,BLR,2014
53,3.27,Bangladesh,BGD,2014
54,3.26,Poland,POL,2014
55,3.22,United Kingdom,GBR,2014
56,3.19,Bulgaria,BGR,2014
57,3.18,Estonia,EST,2014
58,3.12,Switzerland,CHE,2014
59,3.12,Portugal,PRT,2014
60,3.11,Czech Republic,CZE,2014
61,3.11,Slovenia,SVN,2014
62,3.08,Ireland,IRL,2014
63,3.08,Nicaragua,NIC,2014
64,3.07,Dominican Republic,DOM,2014
65,3.05,Finland,FIN,2014
66,3.05,Morocco,MAR,2014
67,3.05,Nigeria,NGA,2014
68,3.04,Lebanon,LBN,2014
69,3.02,Colombia,COL,2014
70,2.99,Croatia,HRV,2014
71,2.99,Lithuania,LTU,2014
72,2.92,Laos,LAO,2014
73,2.91,Costa Rica,CRI,2014
74,2.91,Bolivia,BOL,2014
75,2.91,Republic of the Congo,COG,2014
76,2.86,Argentina,ARG,2014
77,2.85,Greece,GRC,2014
78,2.8,Peru,PER,2014
79,2.77,France,FRA,2014
80,2.76,Latvia,LVA,2014
81,2.74,Moldova,MDA,2014
82,2.73,Sweden,SWE,2014
83,2.72,Canada,CAN,2014
84,2.61,Belgium,BEL,2014
85,2.58,United States,USA,2014
86,2.56,Netherlands,NLD,2014
87,2.56,Namibia,NAM,2014
88,2.5,Denmark,DNK,2014
89,2.46,Japan,JPN,2014
90,2.39,Angola,AGO,2014
91,2.32,Mongolia,MNG,2014
92,2.32,Uruguay,URY,2014
93,2.26,Mauritius,MUS,2014
94,2.2,Kazakhstan,KAZ,2014
95,2.2,Saudi Arabia,SAU,2014
96,2.19,Oman,OMN,2014
97,2.16,United Arab Emirates,ARE,2014
98,2.12,New Zealand,NZL,2014
99,1.96,Russia,RUS,2014
100,1.96,Iran,IRN,2014
101,1.95,Kuwait,KWT,2014
102,1.94,Macedonia,MKD,2014
103,1.92,Jamaica,JAM,2014
104,1.91,Ecuador,ECU,2014
105,1.89,Chile,CHL,2014
106,1.85,Gabon,GAB,2014
107,1.84,Turkmenistan,TKM,2014
108,1.83,Italy,ITA,2014
109,1.83,Albania,ALB,2014
110,1.83,Georgia,GEO,2014
111,1.73,Norway,NOR,2014
112,1.71,Algeria,DZA,2014
113,1.7,Venezuela,VEN,2014
114,1.66,Austria,AUT,2014
115,1.55,Azerbaijan,AZE,2014
116,1.39,Botswana,BWA,2014
117,1.13,Qatar,QAT,2014
118,1.07,Australia,AUS,2014
119,1.04,Libya,LBY,2014
120,0.95,Cuba,CUB,2014
121,0.35,Germany,DEU,2014
122,0.27,Trinidad and Tobago,TTO,2014
