,iso,year,value
0,IND,2003,7.92
1,UGA,2003,6.04
2,KEN,2003,6.46
3,MWI,2003,5.32
4,TZA,2003,5.98
5,EGY,2003,5.61
6,MDG,2003,5.69
7,ZMB,2003,7.22
8,SEN,2003,6.11
9,PHL,2003,4.67
10,MLI,2003,5.35
11,GTM,2003,5.02
12,TUR,2003,4.73
13,KGZ,2003,4.67
14,IDN,2003,5.94
15,PAK,2003,4.87
16,ZWE,2003,5.63
17,VNM,2003,4.25
18,MYS,2003,4.88
19,THA,2003,4.78
20,JOR,2003,4.59
21,MOZ,2003,5.07
22,CHN,2003,5.57
23,GHA,2003,5.59
24,YEM,2003,3.59
25,MEX,2003,4.67
26,ETH,2003,5.28
27,ISR,2003,4.45
28,TUN,2003,3.64
29,GIN,2003,4.58
30,CIV,2003,4.37
31,HND,2003,4.11
32,BLR,2003,4.19
33,LBN,2003,3.89
34,SRB,2003,
35,KOR,2003,3.61
36,AGO,2003,5.49
37,SVK,2003,3.94
38,ROM,2003,3.38
39,UKR,2003,4.47
40,BIH,2003,2.85
41,CHE,2003,3.44
42,BRA,2003,4.76
43,UZB,2003,3.93
44,ESP,2003,3.93
45,KHM,2003,3.57
46,PRY,2003,3.32
47,SLV,2003,2.95
48,PRT,2003,2.72
49,BGR,2003,4.15
50,CMR,2003,3.43
51,NGA,2003,3.54
52,MAR,2003,3.08
53,POL,2003,4.19
54,LKA,2003,3.26
55,TJK,2003,3.69
56,GBR,2003,3.68
57,MRT,2003,7.47
58,HUN,2003,3.61
59,COL,2003,4.38
60,COG,2003,4.47
61,BGD,2003,3.13
62,EST,2003,3.34
63,PNG,2003,2.78
64,LAO,2003,4.27
65,SVN,2003,3.7
66,HRV,2003,3.37
67,FIN,2003,3.8
68,NAM,2003,4.89
69,GRC,2003,2.9
70,DOM,2003,3.07
71,IRL,2003,3.16
72,NIC,2003,3.42
73,CAN,2003,3.66
74,CZE,2003,3.69
75,ARG,2003,
76,LVA,2003,2.9
77,BOL,2003,5.36
78,ZAF,2003,4.83
79,CRI,2003,3.08
80,LTU,2003,2.96
81,NLD,2003,3.18
82,MNG,2003,5.34
83,PER,2003,3.98
84,MDA,2003,3.0
85,BEL,2003,3.19
86,DNK,2003,3.05
87,SAU,2003,3.67
88,SWE,2003,3.78
89,ARE,2003,1.78
90,MKD,2003,2.37
91,RUS,2003,3.31
92,URY,2003,3.05
93,FRA,2003,3.2
94,MUS,2003,2.16
95,DZA,2003,1.96
96,JPN,2003,3.48
97,ECU,2003,3.08
98,OMN,2003,
99,KAZ,2003,3.18
100,USA,2003,2.78
101,JAM,2003,
102,CHL,2003,3.0
103,NZL,2003,2.75
104,IRN,2003,1.88
105,VEN,2003,2.53
106,ALB,2003,3.88
107,GEO,2003,2.94
108,KWT,2003,
109,GAB,2003,1.71
110,ITA,2003,2.58
111,NOR,2003,2.12
112,AUT,2003,2.96
113,TKM,2003,3.0
114,BWA,2003,2.57
115,AZE,2003,6.89
116,QAT,2003,2.24
117,AUS,2003,2.8
118,CUB,2003,
119,LBY,2003,1.1
120,TTO,2003,2.15
121,DEU,2003,0.39
122,KNA,2003,
123,SST,2003,
124,IMN,2003,
125,BMU,2003,
126,FSM,2003,
127,SYR,2003,
128,LCN,2003,
129,SSF,2003,
130,CPV,2003,
131,ECA,2003,
132,ISL,2003,
133,BFA,2003,
134,TGO,2003,
135,MCO,2003,
136,PYF,2003,
137,ERI,2003,
138,LIC,2003,
139,SLB,2003,
140,CYP,2003,
141,SOM,2003,
142,NCL,2003,
143,MNP,2003,
144,GMB,2003,
145,ABW,2003,
146,SAS,2003,
147,COM,2003,
148,SGP,2003,
149,GNB,2003,
150,TON,2003,
151,GRL,2003,
152,SWZ,2003,
153,SYC,2003,
154,EAP,2003,
155,MNA,2003,
156,OSS,2003,
157,BRN,2003,
158,MLT,2003,
159,CAF,2003,
160,ASM,2003,
161,TUV,2003,
162,NOC,2003,
163,EMU,2003,
164,LMC,2003,
165,AND,2003,
166,HIC,2003,
167,CSS,2003,
168,SXM,2003,
169,LCA,2003,
170,FCS,2003,
171,CEB,2003,
172,DJI,2003,
173,NPL,2003,
174,PAN,2003,
175,MAC,2003,
176,MHL,2003,
177,PRI,2003,
178,STP,2003,
179,SLE,2003,
180,DMA,2003,
181,PLW,2003,
182,VCT,2003,
183,CYM,2003,
184,BDI,2003,
185,LDC,2003,
186,VUT,2003,
187,MEA,2003,
188,MDV,2003,
189,FRO,2003,
190,ATG,2003,
191,INX,2003,
192,MAF,2003,
193,NAC,2003,
194,MIC,2003,
195,MMR,2003,
196,TCD,2003,
197,CUW,2003,
198,MNE,2003,
199,COD,2003,
200,EAS,2003,
201,WLD,2003,
202,AFG,2003,
203,BRB,2003,
204,GNQ,2003,
205,CHI,2003,
206,BHR,2003,
207,SMR,2003,
208,VIR,2003,
209,LUX,2003,
210,TLS,2003,
211,GUM,2003,
212,SSD,2003,
213,FJI,2003,
214,UMC,2003,
215,TCA,2003,
216,OEC,2003,
217,SUR,2003,
218,IRQ,2003,
219,ARM,2003,
220,RWA,2003,
221,EUU,2003,
222,LMY,2003,
223,BTN,2003,
224,NER,2003,
225,ARB,2003,
226,,2003,
227,KIR,2003,
228,HTI,2003,
229,LSO,2003,
230,OED,2003,
231,PSE,2003,
232,BEN,2003,
233,HKG,2003,
234,GRD,2003,
235,LIE,2003,
236,PSS,2003,
237,ECS,2003,
238,SSA,2003,
239,BHS,2003,
240,WSM,2003,
241,HPC,2003,
242,PRK,2003,
243,LAC,2003,
244,SDN,2003,
245,BLZ,2003,
246,GUY,2003,
247,LBR,2003,
248,IND,2004,7.68
249,UGA,2004,6.32
250,KEN,2004,6.48
251,MWI,2004,5.83
252,TZA,2004,6.45
253,EGY,2004,5.11
254,MDG,2004,5.51
255,ZMB,2004,5.45
256,SEN,2004,6.02
257,PHL,2004,4.76
258,MLI,2004,5.84
259,GTM,2004,4.88
260,TUR,2004,4.94
261,KGZ,2004,4.85
262,IDN,2004,5.7
263,PAK,2004,4.94
264,ZWE,2004,5.61
265,VNM,2004,4.39
266,MYS,2004,4.76
267,THA,2004,4.61
268,JOR,2004,4.87
269,MOZ,2004,4.63
270,CHN,2004,5.54
271,GHA,2004,5.0
272,YEM,2004,4.37
273,MEX,2004,4.71
274,ETH,2004,5.0
275,ISR,2004,4.55
276,TUN,2004,3.34
277,GIN,2004,5.15
278,CIV,2004,4.42
279,HND,2004,4.0
280,BLR,2004,3.92
281,LBN,2004,3.93
282,SRB,2004,
283,KOR,2004,3.73
284,AGO,2004,4.34
285,SVK,2004,3.93
286,ROM,2004,3.44
287,UKR,2004,4.11
288,BIH,2004,2.91
289,CHE,2004,3.42
290,BRA,2004,4.6
291,UZB,2004,3.81
292,ESP,2004,3.75
293,KHM,2004,3.01
294,PRY,2004,3.61
295,SLV,2004,3.25
296,PRT,2004,3.05
297,BGR,2004,3.43
298,CMR,2004,3.46
299,NGA,2004,2.98
300,MAR,2004,2.97
301,POL,2004,4.0
302,LKA,2004,3.36
303,TJK,2004,4.13
304,GBR,2004,3.51
305,MRT,2004,3.64
306,HUN,2004,3.52
307,COL,2004,4.08
308,COG,2004,2.96
309,BGD,2004,3.22
310,EST,2004,3.19
311,PNG,2004,3.46
312,LAO,2004,3.53
313,SVN,2004,3.74
314,HRV,2004,3.16
315,FIN,2004,3.75
316,NAM,2004,3.3
317,GRC,2004,2.87
318,DOM,2004,3.07
319,IRL,2004,3.2
320,NIC,2004,3.22
321,CAN,2004,3.44
322,CZE,2004,3.71
323,ARG,2004,3.71
324,LVA,2004,2.96
325,BOL,2004,3.81
326,ZAF,2004,3.94
327,CRI,2004,3.21
328,LTU,2004,2.69
329,NLD,2004,3.07
330,MNG,2004,2.9
331,PER,2004,3.05
332,MDA,2004,2.71
333,BEL,2004,3.24
334,DNK,2004,3.17
335,SAU,2004,3.43
336,SWE,2004,3.85
337,ARE,2004,1.89
338,MKD,2004,2.23
339,RUS,2004,3.06
340,URY,2004,2.83
341,FRA,2004,2.89
342,MUS,2004,2.05
343,DZA,2004,2.3
344,JPN,2004,3.54
345,ECU,2004,2.1
346,OMN,2004,2.15
347,KAZ,2004,2.84
348,USA,2004,2.59
349,JAM,2004,1.65
350,CHL,2004,2.28
351,NZL,2004,2.79
352,IRN,2004,2.14
353,VEN,2004,2.88
354,ALB,2004,2.9
355,GEO,2004,2.28
356,KWT,2004,2.11
357,GAB,2004,2.55
358,ITA,2004,2.47
359,NOR,2004,1.93
360,AUT,2004,2.87
361,TKM,2004,2.24
362,BWA,2004,1.51
363,AZE,2004,3.25
364,QAT,2004,2.41
365,AUS,2004,2.27
366,CUB,2004,1.29
367,LBY,2004,1.27
368,TTO,2004,1.24
369,DEU,2004,0.25
370,KNA,2004,
371,SST,2004,
372,IMN,2004,
373,BMU,2004,
374,FSM,2004,
375,SYR,2004,3.84
376,LCN,2004,
377,SSF,2004,
378,CPV,2004,
379,ECA,2004,
380,ISL,2004,
381,BFA,2004,
382,TGO,2004,
383,MCO,2004,
384,PYF,2004,
385,ERI,2004,
386,LIC,2004,
387,SLB,2004,
388,CYP,2004,
389,SOM,2004,
390,NCL,2004,
391,MNP,2004,
392,GMB,2004,
393,ABW,2004,
394,SAS,2004,
395,COM,2004,
396,SGP,2004,
397,GNB,2004,
398,TON,2004,
399,GRL,2004,
400,SWZ,2004,
401,SYC,2004,
402,EAP,2004,
403,MNA,2004,
404,OSS,2004,
405,BRN,2004,
406,MLT,2004,
407,CAF,2004,
408,ASM,2004,
409,TUV,2004,
410,NOC,2004,
411,EMU,2004,
412,LMC,2004,
413,AND,2004,
414,HIC,2004,
415,CSS,2004,
416,SXM,2004,
417,LCA,2004,
418,FCS,2004,
419,CEB,2004,
420,DJI,2004,
421,NPL,2004,
422,PAN,2004,
423,MAC,2004,
424,MHL,2004,
425,PRI,2004,
426,STP,2004,
427,SLE,2004,
428,DMA,2004,
429,PLW,2004,
430,VCT,2004,
431,CYM,2004,
432,BDI,2004,
433,LDC,2004,
434,VUT,2004,
435,MEA,2004,
436,MDV,2004,
437,FRO,2004,
438,ATG,2004,
439,INX,2004,
440,MAF,2004,
441,NAC,2004,
442,MIC,2004,
443,MMR,2004,
444,TCD,2004,
445,CUW,2004,
446,MNE,2004,
447,COD,2004,
448,EAS,2004,
449,WLD,2004,
450,AFG,2004,
451,BRB,2004,
452,GNQ,2004,
453,CHI,2004,
454,BHR,2004,
455,SMR,2004,
456,VIR,2004,
457,LUX,2004,
458,TLS,2004,
459,GUM,2004,
460,SSD,2004,
461,FJI,2004,
462,UMC,2004,
463,TCA,2004,
464,OEC,2004,
465,SUR,2004,
466,IRQ,2004,
467,ARM,2004,
468,RWA,2004,
469,EUU,2004,
470,LMY,2004,
471,BTN,2004,
472,NER,2004,
473,ARB,2004,
474,,2004,
475,KIR,2004,
476,HTI,2004,
477,LSO,2004,
478,OED,2004,
479,PSE,2004,
480,BEN,2004,
481,HKG,2004,
482,GRD,2004,
483,LIE,2004,
484,PSS,2004,
485,ECS,2004,
486,SSA,2004,
487,BHS,2004,
488,WSM,2004,
489,HPC,2004,
490,PRK,2004,
491,LAC,2004,
492,SDN,2004,
493,BLZ,2004,
494,GUY,2004,
495,LBR,2004,
496,IND,2005,7.61
497,UGA,2005,6.15
498,KEN,2005,6.95
499,MWI,2005,5.79
500,TZA,2005,6.24
501,EGY,2005,5.47
502,MDG,2005,5.99
503,ZMB,2005,5.19
504,SEN,2005,6.1
505,PHL,2005,4.58
506,MLI,2005,5.26
507,GTM,2005,5.17
508,TUR,2005,4.98
509,KGZ,2005,4.7
510,IDN,2005,5.63
511,PAK,2005,5.06
512,ZWE,2005,5.58
513,VNM,2005,4.24
514,MYS,2005,4.43
515,THA,2005,4.48
516,JOR,2005,4.73
517,MOZ,2005,4.5
518,CHN,2005,5.39
519,GHA,2005,4.61
520,YEM,2005,4.33
521,MEX,2005,4.63
522,ETH,2005,5.04
523,ISR,2005,4.54
524,TUN,2005,3.67
525,GIN,2005,4.46
526,CIV,2005,4.27
527,HND,2005,3.82
528,BLR,2005,3.89
529,LBN,2005,4.39
530,SRB,2005,4.18
531,KOR,2005,3.81
532,AGO,2005,3.14
533,SVK,2005,3.7
534,ROM,2005,3.67
535,UKR,2005,3.96
536,BIH,2005,3.19
537,CHE,2005,3.31
538,BRA,2005,4.82
539,UZB,2005,3.98
540,ESP,2005,3.62
541,KHM,2005,2.93
542,PRY,2005,3.69
543,SLV,2005,2.95
544,PRT,2005,3.05
545,BGR,2005,3.56
546,CMR,2005,3.32
547,NGA,2005,3.01
548,MAR,2005,3.24
549,POL,2005,3.86
550,LKA,2005,3.55
551,TJK,2005,4.28
552,GBR,2005,3.46
553,MRT,2005,3.86
554,HUN,2005,3.31
555,COL,2005,4.02
556,COG,2005,2.78
557,BGD,2005,3.39
558,EST,2005,3.3
559,PNG,2005,3.23
560,LAO,2005,3.59
561,SVN,2005,3.46
562,HRV,2005,3.21
563,FIN,2005,3.59
564,NAM,2005,3.33
565,GRC,2005,3.07
566,DOM,2005,3.14
567,IRL,2005,3.04
568,NIC,2005,3.03
569,CAN,2005,3.38
570,CZE,2005,3.35
571,ARG,2005,3.87
572,LVA,2005,3.1
573,BOL,2005,3.68
574,ZAF,2005,4.06
575,CRI,2005,3.2
576,LTU,2005,3.15
577,NLD,2005,2.9
578,MNG,2005,3.25
579,PER,2005,3.32
580,MDA,2005,2.76
581,BEL,2005,3.03
582,DNK,2005,3.03
583,SAU,2005,3.1
584,SWE,2005,3.46
585,ARE,2005,2.06
586,MKD,2005,2.49
587,RUS,2005,2.93
588,URY,2005,3.01
589,FRA,2005,2.72
590,MUS,2005,2.26
591,DZA,2005,2.19
592,JPN,2005,3.12
593,ECU,2005,2.06
594,OMN,2005,1.8
595,KAZ,2005,2.8
596,USA,2005,2.25
597,JAM,2005,1.6
598,CHL,2005,2.2
599,NZL,2005,2.81
600,IRN,2005,2.39
601,VEN,2005,3.0
602,ALB,2005,2.58
603,GEO,2005,2.39
604,KWT,2005,2.24
605,GAB,2005,1.75
606,ITA,2005,2.17
607,NOR,2005,1.63
608,AUT,2005,2.48
609,TKM,2005,2.16
610,BWA,2005,1.58
611,AZE,2005,2.52
612,QAT,2005,1.75
613,AUS,2005,2.11
614,CUB,2005,1.37
615,LBY,2005,1.55
616,TTO,2005,1.01
617,DEU,2005,-0.04
618,KNA,2005,
619,SST,2005,
620,IMN,2005,
621,BMU,2005,
622,FSM,2005,
623,SYR,2005,3.95
624,LCN,2005,
625,SSF,2005,
626,CPV,2005,
627,ECA,2005,
628,ISL,2005,
629,BFA,2005,
630,TGO,2005,
631,MCO,2005,
632,PYF,2005,
633,ERI,2005,
634,LIC,2005,
635,SLB,2005,
636,CYP,2005,
637,SOM,2005,
638,NCL,2005,
639,MNP,2005,
640,GMB,2005,
641,ABW,2005,
642,SAS,2005,
643,COM,2005,
644,SGP,2005,
645,GNB,2005,
646,TON,2005,
647,GRL,2005,
648,SWZ,2005,
649,SYC,2005,
650,EAP,2005,
651,MNA,2005,
652,OSS,2005,
653,BRN,2005,
654,MLT,2005,
655,CAF,2005,
656,ASM,2005,
657,TUV,2005,
658,NOC,2005,
659,EMU,2005,
660,LMC,2005,
661,AND,2005,
662,HIC,2005,
663,CSS,2005,
664,SXM,2005,
665,LCA,2005,
666,FCS,2005,
667,CEB,2005,
668,DJI,2005,
669,NPL,2005,
670,PAN,2005,
671,MAC,2005,
672,MHL,2005,
673,PRI,2005,
674,STP,2005,
675,SLE,2005,
676,DMA,2005,
677,PLW,2005,
678,VCT,2005,
679,CYM,2005,
680,BDI,2005,
681,LDC,2005,
682,VUT,2005,
683,MEA,2005,
684,MDV,2005,
685,FRO,2005,
686,ATG,2005,
687,INX,2005,
688,MAF,2005,
689,NAC,2005,
690,MIC,2005,
691,MMR,2005,
692,TCD,2005,
693,CUW,2005,
694,MNE,2005,
695,COD,2005,
696,EAS,2005,
697,WLD,2005,
698,AFG,2005,
699,BRB,2005,
700,GNQ,2005,
701,CHI,2005,
702,BHR,2005,
703,SMR,2005,
704,VIR,2005,
705,LUX,2005,
706,TLS,2005,
707,GUM,2005,
708,SSD,2005,
709,FJI,2005,
710,UMC,2005,
711,TCA,2005,
712,OEC,2005,
713,SUR,2005,
714,IRQ,2005,
715,ARM,2005,
716,RWA,2005,
717,EUU,2005,
718,LMY,2005,
719,BTN,2005,
720,NER,2005,
721,ARB,2005,
722,,2005,
723,KIR,2005,
724,HTI,2005,
725,LSO,2005,
726,OED,2005,
727,PSE,2005,
728,BEN,2005,
729,HKG,2005,
730,GRD,2005,
731,LIE,2005,
732,PSS,2005,
733,ECS,2005,
734,SSA,2005,
735,BHS,2005,
736,WSM,2005,
737,HPC,2005,
738,PRK,2005,
739,LAC,2005,
740,SDN,2005,
741,BLZ,2005,
742,GUY,2005,
743,LBR,2005,
744,IND,2006,8.0
745,UGA,2006,6.56
746,KEN,2006,7.03
747,MWI,2006,6.09
748,TZA,2006,6.75
749,EGY,2006,5.02
750,MDG,2006,5.77
751,ZMB,2006,4.92
752,SEN,2006,6.19
753,PHL,2006,5.03
754,MLI,2006,5.01
755,GTM,2006,5.46
756,TUR,2006,4.97
757,KGZ,2006,5.08
758,IDN,2006,5.52
759,PAK,2006,5.01
760,ZWE,2006,5.56
761,VNM,2006,4.64
762,MYS,2006,4.44
763,THA,2006,4.5
764,JOR,2006,4.87
765,MOZ,2006,5.07
766,CHN,2006,5.25
767,GHA,2006,4.55
768,YEM,2006,4.22
769,MEX,2006,4.41
770,ETH,2006,4.85
771,ISR,2006,4.25
772,TUN,2006,3.63
773,GIN,2006,4.5
774,CIV,2006,4.05
775,HND,2006,3.97
776,BLR,2006,3.69
777,LBN,2006,4.3
778,SRB,2006,4.04
779,KOR,2006,3.72
780,AGO,2006,2.99
781,SVK,2006,3.51
782,ROM,2006,3.6
783,UKR,2006,3.87
784,BIH,2006,3.26
785,CHE,2006,2.95
786,BRA,2006,4.56
787,UZB,2006,3.82
788,ESP,2006,3.45
789,KHM,2006,3.2
790,PRY,2006,3.77
791,SLV,2006,3.27
792,PRT,2006,2.96
793,BGR,2006,3.45
794,CMR,2006,3.0
795,NGA,2006,3.51
796,MAR,2006,3.23
797,POL,2006,3.57
798,LKA,2006,3.49
799,TJK,2006,3.72
800,GBR,2006,3.14
801,MRT,2006,3.28
802,HUN,2006,3.36
803,COL,2006,3.98
804,COG,2006,2.79
805,BGD,2006,3.42
806,EST,2006,3.21
807,PNG,2006,3.12
808,LAO,2006,3.38
809,SVN,2006,3.15
810,HRV,2006,3.12
811,FIN,2006,3.27
812,NAM,2006,3.0
813,GRC,2006,2.98
814,DOM,2006,3.31
815,IRL,2006,2.87
816,NIC,2006,2.99
817,CAN,2006,3.3
818,CZE,2006,3.1
819,ARG,2006,3.71
820,LVA,2006,3.11
821,BOL,2006,3.39
822,ZAF,2006,3.92
823,CRI,2006,3.06
824,LTU,2006,3.03
825,NLD,2006,2.76
826,MNG,2006,2.98
827,PER,2006,2.68
828,MDA,2006,2.98
829,BEL,2006,2.73
830,DNK,2006,2.72
831,SAU,2006,2.93
832,SWE,2006,3.17
833,ARE,2006,1.96
834,MKD,2006,2.53
835,RUS,2006,2.78
836,URY,2006,2.65
837,FRA,2006,2.42
838,MUS,2006,1.91
839,DZA,2006,2.27
840,JPN,2006,2.82
841,ECU,2006,2.04
842,OMN,2006,1.85
843,KAZ,2006,2.86
844,USA,2006,1.99
845,JAM,2006,1.73
846,CHL,2006,2.09
847,NZL,2006,2.72
848,IRN,2006,2.51
849,VEN,2006,2.37
850,ALB,2006,2.25
851,GEO,2006,2.14
852,KWT,2006,1.4
853,GAB,2006,2.0
854,ITA,2006,1.91
855,NOR,2006,1.44
856,AUT,2006,2.21
857,TKM,2006,2.04
858,BWA,2006,1.08
859,AZE,2006,2.14
860,QAT,2006,1.66
861,AUS,2006,2.16
862,CUB,2006,1.29
863,LBY,2006,1.3
864,TTO,2006,0.74
865,DEU,2006,-0.46
866,KNA,2006,
867,SST,2006,
868,IMN,2006,
869,BMU,2006,
870,FSM,2006,
871,SYR,2006,4.21
872,LCN,2006,
873,SSF,2006,
874,CPV,2006,
875,ECA,2006,
876,ISL,2006,
877,BFA,2006,
878,TGO,2006,
879,MCO,2006,
880,PYF,2006,
881,ERI,2006,
882,LIC,2006,
883,SLB,2006,
884,CYP,2006,
885,SOM,2006,
886,NCL,2006,
887,MNP,2006,
888,GMB,2006,
889,ABW,2006,
890,SAS,2006,
891,COM,2006,
892,SGP,2006,
893,GNB,2006,
894,TON,2006,
895,GRL,2006,
896,SWZ,2006,
897,SYC,2006,
898,EAP,2006,
899,MNA,2006,
900,OSS,2006,
901,BRN,2006,
902,MLT,2006,
903,CAF,2006,
904,ASM,2006,
905,TUV,2006,
906,NOC,2006,
907,EMU,2006,
908,LMC,2006,
909,AND,2006,
910,HIC,2006,
911,CSS,2006,
912,SXM,2006,
913,LCA,2006,
914,FCS,2006,
915,CEB,2006,
916,DJI,2006,
917,NPL,2006,
918,PAN,2006,
919,MAC,2006,
920,MHL,2006,
921,PRI,2006,
922,STP,2006,
923,SLE,2006,
924,DMA,2006,
925,PLW,2006,
926,VCT,2006,
927,CYM,2006,
928,BDI,2006,
929,LDC,2006,
930,VUT,2006,
931,MEA,2006,
932,MDV,2006,
933,FRO,2006,
934,ATG,2006,
935,INX,2006,
936,MAF,2006,
937,NAC,2006,
938,MIC,2006,
939,MMR,2006,
940,TCD,2006,
941,CUW,2006,
942,MNE,2006,
943,COD,2006,
944,EAS,2006,
945,WLD,2006,
946,AFG,2006,
947,BRB,2006,
948,GNQ,2006,
949,CHI,2006,
950,BHR,2006,
951,SMR,2006,
952,VIR,2006,
953,LUX,2006,
954,TLS,2006,
955,GUM,2006,
956,SSD,2006,
957,FJI,2006,
958,UMC,2006,
959,TCA,2006,
960,OEC,2006,
961,SUR,2006,
962,IRQ,2006,
963,ARM,2006,
964,RWA,2006,
965,EUU,2006,
966,LMY,2006,
967,BTN,2006,
968,NER,2006,
969,ARB,2006,
970,,2006,
971,KIR,2006,
972,HTI,2006,
973,LSO,2006,
974,OED,2006,
975,PSE,2006,
976,BEN,2006,
977,HKG,2006,
978,GRD,2006,
979,LIE,2006,
980,PSS,2006,
981,ECS,2006,
982,SSA,2006,
983,BHS,2006,
984,WSM,2006,
985,HPC,2006,
986,PRK,2006,
987,LAC,2006,
988,SDN,2006,
989,BLZ,2006,
990,GUY,2006,
991,LBR,2006,
992,IND,2007,8.13
993,UGA,2007,6.72
994,KEN,2007,6.62
995,MWI,2007,5.76
996,TZA,2007,6.87
997,EGY,2007,5.19
998,MDG,2007,6.02
999,ZMB,2007,5.47
1000,SEN,2007,6.4
1001,PHL,2007,4.71
1002,MLI,2007,4.96
1003,GTM,2007,5.47
1004,TUR,2007,4.96
1005,KGZ,2007,5.09
1006,IDN,2007,5.76
1007,PAK,2007,5.07
1008,ZWE,2007,5.56
1009,VNM,2007,4.88
1010,MYS,2007,4.37
1011,THA,2007,4.38
1012,JOR,2007,5.01
1013,MOZ,2007,4.57
1014,CHN,2007,5.16
1015,GHA,2007,5.0
1016,YEM,2007,4.25
1017,MEX,2007,4.58
1018,ETH,2007,5.14
1019,ISR,2007,4.27
1020,TUN,2007,4.0
1021,GIN,2007,4.55
1022,CIV,2007,4.01
1023,HND,2007,3.87
1024,BLR,2007,3.55
1025,LBN,2007,4.4
1026,SRB,2007,4.01
1027,KOR,2007,3.66
1028,AGO,2007,2.93
1029,SVK,2007,3.47
1030,ROM,2007,3.59
1031,UKR,2007,3.89
1032,BIH,2007,3.38
1033,CHE,2007,2.91
1034,BRA,2007,4.5
1035,UZB,2007,4.04
1036,ESP,2007,3.23
1037,KHM,2007,3.04
1038,PRY,2007,3.7
1039,SLV,2007,3.08
1040,PRT,2007,3.1
1041,BGR,2007,3.48
1042,CMR,2007,4.21
1043,NGA,2007,3.72
1044,MAR,2007,3.13
1045,POL,2007,3.47
1046,LKA,2007,3.61
1047,TJK,2007,3.8
1048,GBR,2007,3.12
1049,MRT,2007,3.33
1050,HUN,2007,3.33
1051,COL,2007,3.66
1052,COG,2007,2.62
1053,BGD,2007,3.3
1054,EST,2007,3.28
1055,PNG,2007,2.91
1056,LAO,2007,3.62
1057,SVN,2007,3.07
1058,HRV,2007,3.17
1059,FIN,2007,3.31
1060,NAM,2007,2.99
1061,GRC,2007,2.94
1062,DOM,2007,3.41
1063,IRL,2007,2.68
1064,NIC,2007,3.08
1065,CAN,2007,3.26
1066,CZE,2007,2.9
1067,ARG,2007,3.39
1068,LVA,2007,3.16
1069,BOL,2007,3.28
1070,ZAF,2007,3.37
1071,CRI,2007,3.0
1072,LTU,2007,2.97
1073,NLD,2007,2.61
1074,MNG,2007,2.84
1075,PER,2007,2.69
1076,MDA,2007,3.32
1077,BEL,2007,2.66
1078,DNK,2007,2.61
1079,SAU,2007,2.85
1080,SWE,2007,2.97
1081,ARE,2007,2.17
1082,MKD,2007,2.32
1083,RUS,2007,2.43
1084,URY,2007,2.79
1085,FRA,2007,2.36
1086,MUS,2007,2.04
1087,DZA,2007,1.98
1088,JPN,2007,2.9
1089,ECU,2007,2.1
1090,OMN,2007,1.91
1091,KAZ,2007,2.57
1092,USA,2007,1.9
1093,JAM,2007,1.48
1094,CHL,2007,2.1
1095,NZL,2007,2.7
1096,IRN,2007,1.9
1097,VEN,2007,1.99
1098,ALB,2007,2.54
1099,GEO,2007,1.9
1100,KWT,2007,1.78
1101,GAB,2007,2.46
1102,ITA,2007,1.52
1103,NOR,2007,1.74
1104,AUT,2007,1.92
1105,TKM,2007,1.97
1106,BWA,2007,1.4
1107,AZE,2007,1.77
1108,QAT,2007,1.75
1109,AUS,2007,1.92
1110,CUB,2007,1.03
1111,LBY,2007,0.81
1112,TTO,2007,0.54
1113,DEU,2007,-0.96
1114,KNA,2007,
1115,SST,2007,
1116,IMN,2007,
1117,BMU,2007,
1118,FSM,2007,
1119,SYR,2007,4.25
1120,LCN,2007,
1121,SSF,2007,
1122,CPV,2007,
1123,ECA,2007,
1124,ISL,2007,
1125,BFA,2007,
1126,TGO,2007,
1127,MCO,2007,
1128,PYF,2007,
1129,ERI,2007,
1130,LIC,2007,
1131,SLB,2007,
1132,CYP,2007,
1133,SOM,2007,
1134,NCL,2007,
1135,MNP,2007,
1136,GMB,2007,
1137,ABW,2007,
1138,SAS,2007,
1139,COM,2007,
1140,SGP,2007,
1141,GNB,2007,
1142,TON,2007,
1143,GRL,2007,
1144,SWZ,2007,
1145,SYC,2007,
1146,EAP,2007,
1147,MNA,2007,
1148,OSS,2007,
1149,BRN,2007,
1150,MLT,2007,
1151,CAF,2007,
1152,ASM,2007,
1153,TUV,2007,
1154,NOC,2007,
1155,EMU,2007,
1156,LMC,2007,
1157,AND,2007,
1158,HIC,2007,
1159,CSS,2007,
1160,SXM,2007,
1161,LCA,2007,
1162,FCS,2007,
1163,CEB,2007,
1164,DJI,2007,
1165,NPL,2007,
1166,PAN,2007,
1167,MAC,2007,
1168,MHL,2007,
1169,PRI,2007,
1170,STP,2007,
1171,SLE,2007,
1172,DMA,2007,
1173,PLW,2007,
1174,VCT,2007,
1175,CYM,2007,
1176,BDI,2007,
1177,LDC,2007,
1178,VUT,2007,
1179,MEA,2007,
1180,MDV,2007,
1181,FRO,2007,
1182,ATG,2007,
1183,INX,2007,
1184,MAF,2007,
1185,NAC,2007,
1186,MIC,2007,
1187,MMR,2007,
1188,TCD,2007,
1189,CUW,2007,
1190,MNE,2007,
1191,COD,2007,
1192,EAS,2007,
1193,WLD,2007,
1194,AFG,2007,
1195,BRB,2007,
1196,GNQ,2007,
1197,CHI,2007,
1198,BHR,2007,
1199,SMR,2007,
1200,VIR,2007,
1201,LUX,2007,
